provider,model,survey,N,created_at,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
mistralai,ministral-3b-latest,biobanking_wa,31,2025-05-07T09:19:10Z,11,11,7,11,11,6,6,11,11,1,1,11,11,1,1,11,11,1,3,1,11,11,11,11,11,11,11,11,11,11,1,11,11,11,11,7,5,11,11,1,6,11,11,1,1,11,11,11,11,NA,1,2,7,5,6,4,3,NA,NA,NA
mistralai,ministral-3b-latest,ccps,32,2025-05-07T09:19:13Z,3,2,2,7,3,2,2,9,10,1,2,3,2,4,11,7,6,11,11,5,2,3,1,2,10,8,5,3,6,11,2,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,2,5,3,4,1,NA,NA,NA
mistralai,ministral-3b-latest,ds_aargau,35,2025-05-07T09:19:15Z,1,7,7,7,3,3,3,2,1,5,4,1,1,6,6,3,6,7,7,1,2,6,6,6,6,3,7,6,2,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,4,2,5,1,NA,NA,NA
mistralai,ministral-3b-latest,ds_bellinzona,34,2025-05-07T09:19:17Z,1,7,7,3,3,3,2,1,3,4,1,1,6,6,3,6,7,7,1,1,6,6,7,6,3,6,3,6,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,6,2,1,3,5,NA,NA,NA
mistralai,ministral-3b-latest,energy_futures,32,2025-05-07T09:19:20Z,7,3,11,3,7,3,5,6,5,6,7,2,2,7,8,2,8,4,7,4,7,7,9,6,5,5,5,3,8,2,1,7,5,5,4,9,11,6,3,6,3,4,6,7,11,NA,NA,NA,NA,NA,1,7,3,2,6,8,4,5,9,NA
mistralai,ministral-3b-latest,fnqcj,36,2025-05-07T09:19:23Z,2,5,6,6,2,6,1,2,10,12,2,10,6,1,10,10,6,10,12,12,10,2,2,12,4,2,6,4,3,10,12,2,12,10,10,4,7,6,4,10,1,10,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,1,4,NA,NA,NA,NA,NA
mistralai,ministral-3b-latest,forestera,30,2025-05-07T09:19:26Z,3,3,10,6,7,11,11,6,7,9,11,8,2,9,6,9,6,10,11,2,10,7,11,7,3,10,10,7,7,11,11,8,8,11,7,10,9,11,7,10,6,10,6,3,10,NA,NA,NA,NA,NA,1,5,3,7,6,4,2,NA,NA,NA
mistralai,ministral-3b-latest,fremantle,32,2025-05-07T09:19:28Z,2,2,6,11,11,5,2,4,3,7,2,11,7,11,11,11,11,10,3,3,11,3,10,2,11,10,11,1,11,11,7,2,11,7,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,2,1,5,NA,NA,NA,NA
mistralai,ministral-3b-latest,gbr,33,2025-05-07T09:19:31Z,6,5,7,7,2,4,5,6,3,6,6,4,1,3,7,3,7,4,6,4,7,7,7,4,6,2,2,4,3,7,6,6,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,1,2,4,7,6,NA,NA,NA
mistralai,ministral-3b-latest,swiss_health,32,2025-05-07T09:19:32Z,4,6,5,6,6,4,5,5,3,6,5,6,6,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,4,2,3,NA,NA,NA,NA
mistralai,ministral-3b-latest,uppsala_speaks,34,2025-05-07T09:19:34Z,6,6,1,1,6,1,6,7,5,7,1,6,1,5,4,1,6,4,5,7,1,3,4,6,5,7,6,3,1,4,1,6,7,4,3,2,5,4,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,7,1,3,6,4,2,5,NA,NA,NA
mistralai,ministral-3b-latest,valsamoggia,30,2025-05-07T09:19:37Z,6,6,3,6,4,2,3,7,1,1,6,2,1,6,5,7,4,7,4,7,4,6,8,3,5,3,2,2,2,5,7,1,2,8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,NA,NA,NA,NA,NA,NA
mistralai,ministral-3b-latest,zh_thalwil,32,2025-05-07T09:19:39Z,2,7,2,2,2,2,1,4,4,2,1,6,6,3,6,7,7,1,2,6,6,6,6,3,7,6,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,2,1,3,4,NA,NA,NA
mistralai,ministral-3b-latest,zh_uster,33,2025-05-07T09:19:41Z,2,6,1,1,3,2,1,4,4,1,1,6,5,3,6,7,6,1,2,5,6,6,6,3,7,6,3,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,2,5,1,3,NA,NA,NA
mistralai,ministral-3b-latest,zh_winterthur,35,2025-05-07T09:19:43Z,2,7,7,3,7,7,7,4,4,6,2,7,6,6,3,7,5,6,7,5,3,5,6,7,5,6,7,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,6,2,4,NA,NA,NA,NA
mistralai,ministral-3b-latest,zukunft,34,2025-05-07T09:19:44Z,7,7,1,1,1,7,6,1,1,7,2,7,7,6,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,5,2,3,1,NA,NA,NA
mistralai,ministral-8b-latest,acp,33,2025-05-07T09:19:48Z,1,1,11,10,11,10,11,10,1,10,1,1,1,11,10,11,1,1,1,1,10,10,1,10,10,1,10,1,10,10,11,1,1,10,1,1,1,10,10,1,1,10,11,11,1,11,11,10,NA,NA,5,1,2,4,3,NA,NA,NA,NA,NA
mistralai,ministral-8b-latest,auscj,30,2025-05-07T09:19:50Z,4,5,4,3,5,3,1,3,5,5,7,5,5,5,5,1,6,5,5,7,4,6,5,2,4,6,6,6,6,5,6,4,6,6,4,3,6,4,6,2,5,1,3,4,5,NA,NA,NA,NA,NA,6,8,2,5,7,4,3,1,NA,NA
mistralai,ministral-8b-latest,bep,30,2025-05-07T09:19:53Z,1,1,7,7,1,1,1,1,1,1,3,1,1,7,1,7,1,1,1,7,7,1,7,7,7,3,6,4,4,7,7,1,7,1,7,1,7,1,1,7,1,7,7,NA,NA,NA,NA,NA,NA,NA,7,6,5,4,2,3,1,NA,NA,NA
mistralai,ministral-8b-latest,biobanking_mayo_ubc,35,2025-05-07T09:19:56Z,11,11,1,11,11,1,1,11,10,11,11,11,11,1,1,11,1,1,1,1,11,11,11,11,1,11,11,11,11,11,1,1,11,1,1,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,6,7,3,4,NA,NA,NA
mistralai,ministral-8b-latest,biobanking_wa,30,2025-05-07T09:19:59Z,11,7,1,11,11,1,1,11,11,1,1,11,11,1,1,11,1,1,1,1,11,11,11,1,1,11,11,11,11,11,1,11,11,10,10,1,1,11,11,1,1,11,11,1,1,11,11,11,1,NA,1,3,6,4,7,5,2,NA,NA,NA
mistralai,ministral-8b-latest,ccps,30,2025-05-07T09:20:01Z,2,3,2,9,6,2,1,10,10,1,1,4,1,3,10,7,7,10,10,5,1,1,1,1,10,8,5,2,6,11,2,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,3,5,2,4,NA,NA,NA
mistralai,ministral-8b-latest,ds_aargau,31,2025-05-07T09:20:03Z,1,7,7,7,2,2,2,1,1,3,3,1,1,6,6,3,6,7,7,1,1,6,6,6,6,2,7,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,2,4,3,1,NA,NA,NA
mistralai,ministral-8b-latest,ds_bellinzona,38,2025-05-07T09:20:05Z,1,7,7,2,3,3,1,1,3,4,1,1,7,6,3,6,7,7,6,1,6,7,7,7,2,7,2,6,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,3,1,4,2,NA,NA,NA
mistralai,ministral-8b-latest,energy_futures,33,2025-05-07T09:20:08Z,1,2,1,1,8,1,6,1,6,6,7,1,1,7,8,1,8,1,6,1,7,7,7,8,1,11,1,3,7,1,1,7,1,8,1,10,7,7,4,6,1,5,1,7,10,NA,NA,NA,NA,NA,2,6,4,8,9,7,1,5,3,NA
mistralai,ministral-8b-latest,fnqcj,36,2025-05-07T09:20:11Z,1,1,6,12,1,1,1,1,12,12,1,12,6,1,12,12,1,12,12,12,12,1,1,12,1,1,1,1,1,12,1,1,12,12,12,1,6,6,1,12,1,12,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,2,NA,NA,NA,NA,NA
mistralai,ministral-8b-latest,forestera,31,2025-05-07T09:20:14Z,1,1,10,10,10,1,10,1,10,10,10,10,1,10,10,10,10,10,10,1,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,NA,NA,NA,NA,NA,2,6,3,7,5,4,1,NA,NA,NA
mistralai,ministral-8b-latest,fremantle,35,2025-05-07T09:20:17Z,1,1,10,11,8,4,1,6,1,7,1,10,1,11,11,11,11,6,1,1,11,1,10,1,11,10,1,1,11,10,10,1,11,7,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,4,1,3,NA,NA,NA,NA
mistralai,ministral-8b-latest,gbr,30,2025-05-07T09:20:19Z,7,4,7,7,1,3,6,7,2,7,7,3,1,3,7,7,7,6,7,2,7,7,7,3,6,7,1,6,2,7,7,7,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,5,7,6,NA,NA,NA
mistralai,ministral-8b-latest,swiss_health,32,2025-05-07T09:20:20Z,6,7,5,5,6,4,4,6,5,7,6,6,7,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,2,3,4,NA,NA,NA,NA
mistralai,ministral-8b-latest,uppsala_speaks,30,2025-05-07T09:20:23Z,7,7,1,1,5,1,6,7,6,1,1,7,1,7,7,7,1,7,7,7,1,1,4,1,1,7,7,7,7,7,1,1,1,7,1,1,1,7,1,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,7,5,6,NA,NA,NA
mistralai,ministral-8b-latest,valsamoggia,33,2025-05-07T09:20:25Z,4,5,2,6,2,2,6,7,2,2,6,2,3,5,3,8,6,7,3,6,4,7,6,3,5,2,2,2,3,4,7,2,2,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,NA,NA,NA,NA,NA,NA
mistralai,ministral-8b-latest,zh_thalwil,36,2025-05-07T09:20:27Z,1,7,2,2,2,1,1,4,3,1,1,6,5,3,6,7,7,1,1,6,7,6,6,2,7,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,3,4,2,1,NA,NA,NA
mistralai,ministral-8b-latest,zh_uster,34,2025-05-07T09:20:29Z,1,7,1,1,2,1,1,3,4,1,1,6,6,1,6,7,7,1,1,6,6,6,7,3,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,3,2,4,1,NA,NA,NA
mistralai,ministral-8b-latest,zh_winterthur,34,2025-05-07T09:20:31Z,1,7,7,1,7,7,7,1,1,7,1,7,6,5,1,7,5,7,7,6,1,5,7,7,5,6,6,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,3,1,4,NA,NA,NA,NA
mistralai,ministral-8b-latest,zukunft,30,2025-05-07T09:20:33Z,7,7,1,1,1,7,7,1,1,7,1,7,7,7,1,7,7,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,4,3,NA,NA,NA
mistralai,mistral-large-latest,acp,40,2025-05-07T09:20:36Z,6,7,9,7,8,8,9,9,8,8,5,5,4,9,9,9,4,7,6,8,7,6,4,8,9,7,9,7,7,9,10,6,7,10,7,7,8,9,8,6,8,8,9,10,6,10,8,7,NA,NA,2,1,3,5,4,NA,NA,NA,NA,NA
mistralai,mistral-large-latest,auscj,30,2025-05-07T09:20:39Z,4,5,3,5,5,3,6,2,5,5,6,6,5,6,3,5,6,6,4,5,4,5,4,4,5,6,6,5,5,4,5,4,6,4,4,5,6,4,5,5,4,6,4,4,5,NA,NA,NA,NA,NA,6,5,1,3,7,2,8,4,NA,NA
mistralai,mistral-large-latest,bep,30,2025-05-07T09:20:41Z,2,2,6,5,2,3,3,2,2,2,4,2,2,6,4,6,3,3,4,6,5,4,6,5,6,4,3,3,4,6,5,3,5,3,5,3,5,2,2,6,2,6,6,NA,NA,NA,NA,NA,NA,NA,6,7,2,5,1,4,3,NA,NA,NA
mistralai,mistral-large-latest,biobanking_mayo_ubc,30,2025-05-07T09:20:44Z,7,8,5,6,10,7,4,8,6,8,7,9,7,2,2,8,5,2,4,4,8,6,9,8,5,9,8,7,10,8,5,5,9,7,6,3,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,1,7,4,6,NA,NA,NA
mistralai,mistral-large-latest,biobanking_wa,36,2025-05-07T09:20:47Z,8,7,4,8,10,5,5,7,6,6,6,9,7,2,2,8,6,3,4,9,8,9,9,7,5,10,7,7,9,8,5,9,8,7,6,4,6,8,9,2,6,8,8,3,7,7,10,7,5,NA,2,3,6,4,7,5,1,NA,NA,NA
mistralai,mistral-large-latest,ccps,30,2025-05-07T09:20:49Z,2,6,2,9,5,3,5,9,9,2,3,5,4,4,8,8,6,8,9,6,4,4,5,3,8,8,5,4,7,8,4,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,4,5,2,3,NA,NA,NA
mistralai,mistral-large-latest,ds_aargau,35,2025-05-07T09:20:52Z,2,7,7,7,3,3,3,2,2,4,4,2,1,5,5,3,6,6,6,2,2,6,5,6,6,3,6,6,3,2,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,3,4,2,NA,NA,NA
mistralai,mistral-large-latest,ds_bellinzona,31,2025-05-07T09:20:54Z,1,7,7,3,3,3,2,2,4,4,3,1,6,5,3,6,6,6,5,2,6,5,6,6,3,6,3,5,2,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,1,2,3,4,NA,NA,NA
mistralai,mistral-large-latest,energy_futures,30,2025-05-07T09:20:57Z,3,5,9,7,9,7,7,5,6,6,7,4,2,8,9,4,7,4,7,6,6,7,8,8,6,9,7,2,6,4,1,9,7,7,3,8,6,6,5,7,5,5,6,8,9,NA,NA,NA,NA,NA,2,5,7,4,6,3,1,8,9,NA
mistralai,mistral-large-latest,fnqcj,33,2025-05-07T09:20:59Z,3,6,6,8,5,8,9,7,3,9,4,9,6,2,7,9,8,8,10,9,5,5,2,11,3,2,4,4,3,7,11,3,10,8,7,5,7,6,5,10,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,3,2,NA,NA,NA,NA,NA
mistralai,mistral-large-latest,forestera,30,2025-05-07T09:21:02Z,4,4,9,7,8,5,9,5,4,9,8,6,5,10,6,6,4,9,9,2,8,6,10,9,3,8,7,7,7,10,9,7,9,9,9,10,10,9,8,8,8,8,7,2,7,NA,NA,NA,NA,NA,3,6,5,7,4,2,1,NA,NA,NA
mistralai,mistral-large-latest,fremantle,30,2025-05-07T09:21:05Z,8,4,7,10,5,5,3,6,3,7,4,8,4,8,10,6,9,6,9,7,8,5,8,6,6,9,9,9,10,9,8,5,10,7,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,5,2,6,NA,NA,NA,NA
mistralai,mistral-large-latest,gbr,30,2025-05-07T09:21:07Z,6,4,6,6,2,2,4,5,3,6,5,2,2,3,6,5,5,4,5,3,6,6,6,3,4,5,2,4,3,6,6,5,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,6,7,5,NA,NA,NA
mistralai,mistral-large-latest,swiss_health,30,2025-05-07T09:21:08Z,5,6,5,4,5,4,4,5,3,6,6,6,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,3,2,4,NA,NA,NA,NA
mistralai,mistral-large-latest,uppsala_speaks,37,2025-05-07T09:21:11Z,6,6,5,5,6,5,4,6,5,5,4,3,3,5,5,5,4,5,3,4,4,4,3,4,5,5,5,5,4,5,3,5,5,6,3,3,4,5,4,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,4,3,NA,NA,NA
mistralai,mistral-large-latest,valsamoggia,30,2025-05-07T09:21:13Z,6,6,5,7,5,5,4,9,3,3,7,4,6,7,5,6,7,9,3,9,6,8,8,5,6,6,4,3,5,3,8,3,4,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,NA,NA,NA,NA,NA,NA
mistralai,mistral-large-latest,zh_thalwil,30,2025-05-07T09:21:15Z,2,7,3,3,3,2,3,4,4,2,1,6,5,3,6,6,6,2,2,6,5,6,6,3,6,6,3,2,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,4,1,3,2,NA,NA,NA
mistralai,mistral-large-latest,zh_uster,30,2025-05-07T09:21:17Z,2,6,3,3,4,2,2,4,4,2,1,6,5,2,6,6,6,3,2,5,5,6,6,3,5,6,3,2,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,3,2,4,NA,NA,NA
mistralai,mistral-large-latest,zh_winterthur,30,2025-05-07T09:21:19Z,2,6,6,2,6,6,6,3,4,5,2,6,4,4,4,6,3,5,5,5,4,3,5,6,5,6,6,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,4,1,3,NA,NA,NA,NA
mistralai,mistral-large-latest,zukunft,30,2025-05-07T09:21:21Z,7,6,1,2,2,5,5,2,2,7,2,6,7,6,1,6,6,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,4,3,NA,NA,NA
mistralai,mistral-small-latest,acp,34,2025-05-07T09:21:24Z,6,8,7,7,6,7,8,9,7,7,6,5,4,8,9,9,5,7,6,7,6,7,4,8,8,6,7,6,8,8,10,5,6,8,7,7,8,8,7,6,7,7,9,9,5,9,9,6,NA,NA,5,1,2,4,3,NA,NA,NA,NA,NA
mistralai,mistral-small-latest,auscj,36,2025-05-07T09:21:27Z,4,5,3,4,5,3,6,2,5,5,6,6,5,6,4,5,6,5,3,6,4,5,4,4,5,6,6,5,6,4,6,5,5,4,3,6,6,3,5,4,4,5,4,4,6,NA,NA,NA,NA,NA,3,6,4,2,8,1,7,5,NA,NA
mistralai,mistral-small-latest,bep,38,2025-05-07T09:21:29Z,2,3,7,6,2,3,4,2,2,2,5,3,2,5,3,7,3,3,4,6,5,4,7,5,7,4,3,4,4,6,6,2,6,3,6,3,6,2,2,7,2,7,6,NA,NA,NA,NA,NA,NA,NA,7,6,2,5,1,3,4,NA,NA,NA
mistralai,mistral-small-latest,biobanking_mayo_ubc,40,2025-05-07T09:21:32Z,7,8,5,6,10,6,4,7,8,8,8,10,6,2,2,8,6,3,4,5,8,5,10,8,4,10,6,6,10,9,5,4,9,6,5,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,3,7,2,5,NA,NA,NA
mistralai,mistral-small-latest,biobanking_wa,38,2025-05-07T09:21:35Z,7,7,5,9,10,6,4,8,7,7,8,9,7,2,3,8,5,3,4,7,8,9,10,6,6,10,6,6,10,8,5,7,8,6,6,3,6,8,10,2,4,8,7,3,5,6,9,7,5,NA,1,3,6,4,7,5,2,NA,NA,NA
mistralai,mistral-small-latest,ccps,40,2025-05-07T09:21:37Z,3,6,3,10,5,4,5,9,9,2,4,6,4,5,9,8,6,8,10,7,3,4,6,4,9,9,6,5,7,9,3,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,3,5,2,4,NA,NA,NA
mistralai,mistral-small-latest,ds_aargau,36,2025-05-07T09:21:40Z,2,7,7,7,3,3,3,2,2,5,5,3,1,7,6,3,7,7,7,2,2,6,6,6,6,4,6,7,3,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,1,4,3,2,NA,NA,NA
mistralai,mistral-small-latest,ds_bellinzona,38,2025-05-07T09:21:42Z,2,7,7,3,3,3,2,2,5,5,3,1,7,6,3,7,7,7,5,3,6,6,6,6,4,7,3,6,2,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,1,3,4,2,NA,NA,NA
mistralai,mistral-small-latest,energy_futures,39,2025-05-07T09:21:44Z,6,6,8,6,9,5,7,6,6,6,7,5,3,7,9,4,8,5,8,5,5,7,8,8,5,9,7,3,6,6,2,9,7,6,4,8,4,6,5,6,4,5,6,7,8,NA,NA,NA,NA,NA,2,6,8,5,7,3,4,1,9,NA
mistralai,mistral-small-latest,fnqcj,40,2025-05-07T09:21:47Z,3,6,6,7,5,8,7,6,4,10,3,7,6,2,6,8,8,7,8,8,6,5,3,10,3,2,4,4,4,5,9,4,9,5,7,5,8,6,4,10,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,4,1,NA,NA,NA,NA,NA
mistralai,mistral-small-latest,forestera,37,2025-05-07T09:21:50Z,5,5,8,8,9,6,9,4,4,9,8,6,4,9,5,6,4,9,9,3,7,5,9,8,3,8,7,6,6,9,8,6,8,7,8,9,9,10,7,7,6,8,6,3,6,NA,NA,NA,NA,NA,3,6,5,7,4,2,1,NA,NA,NA
mistralai,mistral-small-latest,fremantle,32,2025-05-07T09:21:53Z,6,4,4,9,8,6,3,5,3,7,4,6,5,8,8,7,10,6,6,6,8,5,7,4,8,8,8,5,9,9,8,6,8,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,1,2,4,NA,NA,NA,NA
mistralai,mistral-small-latest,gbr,33,2025-05-07T09:21:55Z,6,4,5,6,2,2,4,5,3,7,6,2,2,3,7,6,6,5,5,3,7,7,7,3,5,6,2,3,3,7,6,6,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,5,7,6,NA,NA,NA
mistralai,mistral-small-latest,swiss_health,35,2025-05-07T09:21:56Z,5,7,5,4,6,4,4,5,3,6,6,6,6,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,5,3,1,4,NA,NA,NA,NA
mistralai,mistral-small-latest,uppsala_speaks,39,2025-05-07T09:21:59Z,6,6,5,5,5,4,4,6,3,2,4,3,4,6,5,6,4,4,3,5,4,3,3,5,5,4,5,5,3,4,5,6,6,6,4,4,4,4,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,6,1,7,2,3,4,NA,NA,NA
mistralai,mistral-small-latest,valsamoggia,40,2025-05-07T09:22:01Z,6,5,5,6,7,4,4,7,4,2,6,5,5,4,6,4,6,7,3,7,5,8,6,5,8,4,4,5,6,3,6,5,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,NA,NA,NA,NA,NA,NA
mistralai,mistral-small-latest,zh_thalwil,36,2025-05-07T09:22:03Z,2,7,3,3,3,2,2,5,5,3,1,7,6,3,7,7,7,2,2,6,6,6,6,4,6,7,2,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,1,3,4,2,NA,NA,NA
mistralai,mistral-small-latest,zh_uster,31,2025-05-07T09:22:05Z,2,7,2,3,4,2,2,5,5,2,2,7,6,2,7,7,7,2,3,5,6,6,6,4,6,7,3,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,1,2,4,3,NA,NA,NA
mistralai,mistral-small-latest,zh_winterthur,32,2025-05-07T09:22:07Z,2,7,7,2,7,7,7,3,4,6,2,6,5,5,4,6,3,6,5,5,4,3,5,6,5,6,5,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,4,1,3,NA,NA,NA,NA
mistralai,mistral-small-latest,zukunft,36,2025-05-07T09:22:08Z,7,7,1,1,1,5,5,3,1,7,2,7,7,7,1,7,6,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,6,3,4,2,NA,NA,NA
mistralai,open-mistral-nemo,acp,35,2025-05-07T09:22:12Z,6,5,10,7,8,8,6,9,6,7,6,6,3,9,9,10,3,6,6,8,7,5,4,9,9,5,7,5,6,9,11,7,6,9,6,7,8,8,7,5,6,8,10,10,6,10,10,7,NA,NA,3,1,2,4,5,NA,NA,NA,NA,NA
mistralai,open-mistral-nemo,auscj,32,2025-05-07T09:22:15Z,5,5,4,3,4,2,2,3,5,5,6,6,5,5,5,2,6,5,5,2,4,6,6,3,5,6,6,5,7,5,6,5,6,3,4,4,6,5,5,4,3,2,3,5,6,NA,NA,NA,NA,NA,4,6,5,3,8,2,7,1,NA,NA
mistralai,open-mistral-nemo,bep,31,2025-05-07T09:22:17Z,3,3,7,5,2,3,4,3,3,2,4,2,2,6,3,7,3,3,4,6,5,4,7,5,6,4,4,4,4,6,6,3,6,3,6,4,6,3,2,7,2,7,6,NA,NA,NA,NA,NA,NA,NA,7,5,3,6,1,4,2,NA,NA,NA
