cuid,created_at,provider,model,survey,temperature,input_tokens,output_tokens,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,R,invalid
b65fa3fe-6d03-4679-9229-7a115fd08c9a,2025-03-20T17:27:06Z,openai,gpt-4o,zh_uster,0,3282,207,2,7,2,3,4,2,2,5,5,3,2,6,6,2,6,7,6,2,2,5,6,6,6,3,6,7,2,2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,5,2,4,6,NA,NA,NA,"Prioritize emission cuts, adaptation, and resilience over economic growth and status quo.",FALSE
41cd2359-80fd-4aca-a9fa-069349a20dc1,2025-03-20T17:27:14Z,openai,gpt-4o,zh_uster,0,3282,206,1,7,1,3,3,1,2,5,4,2,1,7,6,2,7,7,7,2,2,6,6,6,6,3,7,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,7,4,5,3,NA,NA,NA,"Prioritize strong emission cuts, resilience, and community actions over economic growth.",FALSE
b72fafb5-4daa-46da-95b1-7d975ce1b149,2025-03-20T17:27:22Z,openai,gpt-4o,zh_uster,0,3285,208,1,7,1,3,3,1,1,5,4,2,1,7,6,1,7,7,7,2,1,6,5,6,7,2,7,7,1,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,2,7,6,NA,NA,NA,"Prioritize strong emissions cuts, resilience, and community-based adaptation over growth.",FALSE
2dd0a9a5-b5b2-4613-bf2d-560a9bc0c663,2025-03-20T17:30:18Z,openai,gpt-4o,zh_winterthur,0,3015,197,2,7,7,3,6,7,6,4,5,4,2,6,5,5,4,6,4,6,5,5,4,3,5,7,5,7,6,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,3,4,6,NA,NA,NA,NA,"Support sustainable incentives and research, moderate regulation over radical or no change.",FALSE
53053722-5aef-4d4f-b62e-146c86b13768,2025-03-20T17:30:28Z,openai,gpt-4o,zh_winterthur,0,3015,197,2,7,6,3,6,7,7,3,5,5,2,6,5,5,4,6,4,6,5,5,4,2,6,7,4,7,6,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,4,1,3,NA,NA,NA,NA,"Support sustainable practices and incentives, moderate regulation over radical or less regulation.",FALSE
670926d5-3823-4f11-a7ce-5cd6a5ed09f7,2025-03-20T17:30:36Z,openai,gpt-4o,zh_winterthur,0,3012,193,2,7,6,2,7,7,7,3,4,5,2,6,5,5,3,6,4,6,5,4,4,3,6,7,5,6,6,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,2,1,4,NA,NA,NA,NA,"Support sustainable local production and research, moderate over radical regulation.",FALSE
9c719621-19d8-4713-b2d9-2a64125f9673,2025-03-20T17:30:45Z,openai,gpt-4o,zh_winterthur,0,3012,195,2,7,7,2,7,7,7,3,5,5,2,7,5,5,4,6,4,6,5,5,4,3,6,7,5,7,6,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,4,2,1,NA,NA,NA,NA,"Support sustainable agriculture, moderate regulation, and local incentives over radical changes.",FALSE
0861fb04-161b-4803-8823-810bac6065b9,2025-03-20T17:30:53Z,openai,gpt-4o,zh_winterthur,0,3015,199,2,7,7,2,6,6,7,3,4,5,2,6,5,5,3,6,4,6,5,4,4,3,5,6,5,6,6,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,4,6,2,NA,NA,NA,NA,"Support for sustainable incentives, moderate regulation, and research over radical or no change.",FALSE
b2ddca87-fe40-45f2-8c8e-176fb1fed014,2025-03-20T17:36:21Z,openai,gpt-4o,zukunft,0,2665,152,7,7,1,1,1,5,6,2,1,7,1,7,7,7,2,7,7,7,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,4,7,3,5,1,NA,NA,NA,"Prioritize socioeconomic initiatives, awareness, and integrated services over privatization.",FALSE
ae1276a3-3b21-45b8-9498-4d4280be5269,2025-03-20T17:36:29Z,openai,gpt-4o,zukunft,0,2665,153,7,7,1,1,1,6,5,1,1,7,1,7,7,7,2,7,7,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,6,3,4,7,NA,NA,NA,"Prioritize socioeconomic improvements, increased funding, and public awareness for mental health.",FALSE
9b50bbba-b989-4ed2-a552-21a68c5d39e9,2025-03-20T17:36:38Z,openai,gpt-4o,zukunft,0,2663,152,7,7,1,1,1,6,5,2,1,7,2,7,7,6,2,7,6,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,5,6,1,4,3,NA,NA,NA,"Prioritize funding, awareness, and integrated services for mental health improvement.",FALSE
03be8f9c-3ba8-4290-99a2-4b4a19de5278,2025-03-20T17:36:47Z,openai,gpt-4o,zukunft,0,2665,153,7,7,1,1,1,6,5,2,1,7,1,7,7,7,2,7,7,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,1,6,2,4,3,NA,NA,NA,"Prioritize funding, awareness, and integrated services to improve mental health access.",FALSE
5102da1d-2122-40eb-a858-b0ba9b5ca4f2,2025-03-20T17:36:55Z,openai,gpt-4o,zukunft,0,2665,152,7,7,1,1,1,5,6,2,1,7,1,7,7,7,2,7,6,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,3,4,7,6,NA,NA,NA,"Prioritize socioeconomic improvements, awareness, and increased mental health service funding.",FALSE
8844e79b-d021-409c-bde1-5400cd3adaca,2025-03-21T20:24:47Z,openai,gpt-4o-mini,acp,0,4856,283,6,10,10,9,9,8,6,10,10,8,5,6,4,11,9,11,4,8,8,9,7,7,5,10,11,7,9,8,11,10,11,7,7,10,7,10,9,10,9,3,8,8,10,11,6,9,10,6,NA,NA,5,1,3,4,2,NA,NA,NA,NA,NA,I prioritize minority involvement and equal influence over maintaining the status quo or strict market focus.,FALSE
42b5db06-567f-4ce7-85a1-47218effe113,2025-03-21T20:24:54Z,openai,gpt-4o-mini,acp,0,4856,280,6,10,10,8,9,9,9,10,10,9,6,5,3,11,9,11,4,10,8,10,6,10,8,9,11,7,10,8,7,11,11,7,8,10,9,11,10,11,9,10,10,8,11,10,7,11,9,8,NA,NA,5,1,2,3,4,NA,NA,NA,NA,NA,I prioritize inclusive governance and minority representation over strict economic or moral policies.,FALSE
112ce213-a227-4f2e-a8a2-e3a30d0ec50c,2025-03-21T20:25:01Z,openai,gpt-4o-mini,acp,0,4856,281,8,8,10,7,8,7,11,10,11,8,8,8,5,11,9,11,3,9,9,10,7,5,4,10,11,7,11,10,10,11,11,6,10,11,10,11,10,9,9,11,10,9,11,10,9,11,11,6,NA,NA,5,1,4,3,2,NA,NA,NA,NA,NA,I prioritize minority involvement and equal influence over strict moral governance or market focus.,FALSE
48dd17ab-b969-4df7-ad24-f0d6479ac542,2025-03-21T20:25:07Z,openai,gpt-4o-mini,acp,0,4856,280,8,9,10,9,10,11,6,10,10,7,7,6,5,10,9,10,6,8,9,8,9,6,4,10,11,7,10,9,8,10,11,8,7,10,8,9,9,10,9,9,8,8,11,10,5,9,10,7,NA,NA,5,1,3,2,4,NA,NA,NA,NA,NA,I prioritize inclusive governance and minority representation over rigid economic or moral frameworks.,FALSE
4b028aa7-6ab7-465b-b781-5e96a4e0d612,2025-03-21T20:25:12Z,openai,gpt-4o-mini,acp,0,4856,283,8,10,11,9,10,10,11,11,10,10,8,8,6,10,9,11,7,10,9,10,9,9,7,11,11,8,11,10,9,11,11,9,10,10,10,10,10,10,9,10,10,8,11,11,9,11,11,10,NA,NA,5,1,2,3,4,NA,NA,NA,NA,NA,I prioritize inclusive governance and market efficiency over maintaining the status quo or moral imposition.,FALSE
767c4af3-0707-4f0e-919c-557b38836633,2025-03-21T20:59:33Z,openai,gpt-4o-mini,auscj,0,4199,283,4,6,4,6,6,5,7,5,6,7,7,6,7,6,5,7,6,6,5,6,5,6,5,5,6,7,6,5,7,6,7,6,6,6,5,5,6,4,6,5,7,7,4,5,6,NA,NA,NA,NA,NA,6,7,2,4,3,1,8,5,NA,NA,"I support regulated non-heritable editing, prioritize safety, and oppose broad prohibitions.",FALSE
a7db1e6c-8ab3-45a2-b542-920916726632,2025-03-21T20:59:40Z,openai,gpt-4o-mini,auscj,0,4194,282,4,7,3,4,6,5,7,4,6,6,7,6,6,6,6,6,7,7,4,6,5,5,6,5,6,7,7,6,5,6,7,5,7,5,5,6,7,3,5,5,5,7,6,6,6,NA,NA,NA,NA,NA,8,7,4,2,3,1,5,6,NA,NA,I support regulated clinical use of genome editing while opposing unrestricted or profit-driven applications.,FALSE
05b35fa4-6dd2-4b11-aaad-9326a222be15,2025-03-21T20:59:47Z,openai,gpt-4o-mini,auscj,0,4199,281,4,6,4,5,6,5,7,4,6,6,7,7,6,6,6,6,7,7,5,7,6,6,5,5,5,6,7,5,6,5,7,5,7,5,6,7,6,4,5,6,6,7,5,6,6,NA,NA,NA,NA,NA,5,6,2,7,8,1,3,4,NA,NA,I support regulated non-heritable editing while opposing unrestricted heritable genome editing.,FALSE
a9db59c6-2d14-4509-9944-9262cfdbbab5,2025-03-21T20:59:55Z,openai,gpt-4o-mini,auscj,0,4196,282,4,6,5,6,6,5,7,4,6,6,7,6,6,6,7,7,6,7,4,7,6,7,5,4,5,7,7,6,5,5,6,3,7,5,5,6,5,5,7,6,6,6,6,5,5,NA,NA,NA,NA,NA,3,8,7,2,5,1,6,4,NA,NA,I support regulated clinical use of genome editing while opposing unrestricted or profit-driven applications.,FALSE
2bd2af28-c6fb-4643-859a-6a1ee2b8b453,2025-03-21T21:00:03Z,openai,gpt-4o-mini,auscj,0,4199,284,4,6,5,4,6,5,7,5,5,6,7,6,7,7,6,7,6,6,5,7,5,7,5,5,6,7,7,6,6,5,6,6,6,7,6,6,5,5,6,6,6,6,5,5,5,NA,NA,NA,NA,NA,1,6,5,7,3,4,8,2,NA,NA,"I support regulated genome editing for safety, prioritizing ethical oversight and non-heritable options.",FALSE
82799e62-242c-4a96-98f1-671be26c3854,2025-03-21T20:50:00Z,openai,gpt-4o-mini,bep,0,4148,265,1,2,7,7,1,1,6,2,3,1,6,1,1,5,5,6,2,4,3,6,5,4,7,1,7,3,3,5,4,7,6,2,6,2,7,2,7,2,1,6,2,6,7,NA,NA,NA,NA,NA,NA,NA,6,7,4,5,1,3,2,NA,NA,NA,I prioritize local sustainable incentives and climate resilience over radical or minimal regulations.,FALSE
a28e2b0b-d491-437a-8833-26b85502d8eb,2025-03-21T20:50:07Z,openai,gpt-4o-mini,bep,0,4145,267,1,1,7,6,1,2,5,1,2,2,5,2,1,6,5,6,3,7,3,7,5,4,7,7,7,3,2,3,4,7,6,2,6,2,6,2,7,1,1,7,1,6,7,NA,NA,NA,NA,NA,NA,NA,2,7,1,5,6,4,3,NA,NA,NA,"I prioritize local sustainable incentives and adaptation, while opposing radical regulations and free trade.",FALSE
f2499f30-61f0-4e47-81e0-217e6fe5efcf,2025-03-21T20:50:13Z,openai,gpt-4o-mini,bep,0,4148,266,1,3,7,6,1,1,6,3,4,2,5,1,1,6,5,7,2,4,3,6,3,5,7,6,7,4,2,2,2,7,7,1,6,1,6,2,6,2,1,6,1,7,7,NA,NA,NA,NA,NA,NA,NA,7,6,2,4,1,3,5,NA,NA,NA,I prioritize local sustainable incentives and moderate regulations over radical or free trade policies.,FALSE
08c80fb7-a84f-487d-8177-fb0a1380ce81,2025-03-21T20:50:20Z,openai,gpt-4o-mini,bep,0,4145,265,1,1,7,6,2,2,3,1,2,1,5,1,1,6,5,7,2,3,3,7,5,5,7,6,7,4,2,3,4,7,6,2,6,2,6,3,6,1,1,7,1,6,7,NA,NA,NA,NA,NA,NA,NA,7,2,1,5,3,4,6,NA,NA,NA,I prioritize local sustainability and adaptation over deregulation and maintaining current policies.,FALSE
6f208ce1-43fb-4140-8545-8ea60c7d6b7c,2025-03-21T20:50:27Z,openai,gpt-4o-mini,bep,0,4148,265,1,2,7,6,2,4,5,2,3,2,6,2,1,6,5,7,2,6,3,6,6,4,7,5,7,3,2,5,3,6,7,2,6,2,7,2,7,1,1,7,2,7,7,NA,NA,NA,NA,NA,NA,NA,6,7,3,5,1,2,4,NA,NA,NA,I prioritize local sustainable food policies and adaptation over radical or minimal regulations.,FALSE
9658531f-2759-465a-80b0-f453eb0606ad,2025-03-21T20:32:34Z,openai,gpt-4o-mini,biobanking_mayo_ubc,0,3645,240,10,9,4,5,11,6,7,9,8,9,10,11,7,1,1,9,5,2,4,2,10,3,11,10,3,11,7,6,11,8,2,4,10,2,5,2,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,6,5,2,4,1,NA,NA,NA,I prioritized individual consent and oversight while balancing societal benefits and discrimination prevention.,FALSE
c531e6ad-4830-4c46-a3e7-50f44cc734d1,2025-03-21T20:32:40Z,openai,gpt-4o-mini,biobanking_mayo_ubc,0,3645,238,9,11,7,6,11,8,4,11,6,1,1,11,9,1,1,9,8,1,7,1,10,2,11,10,3,11,8,10,11,11,2,4,11,3,5,2,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,4,2,5,3,6,NA,NA,NA,I prioritized oversight and community benefits while minimizing individual authorization requirements.,FALSE
b62aec1f-1d1d-4c2d-be81-d65887bad299,2025-03-21T20:32:45Z,openai,gpt-4o-mini,biobanking_mayo_ubc,0,3645,241,8,9,4,6,11,11,6,11,6,10,10,10,8,1,2,9,6,1,5,5,7,1,10,9,4,11,7,8,11,10,2,2,10,3,2,3,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,6,7,5,NA,NA,NA,I prioritize ethical oversight and community benefits while valuing individual consent and privacy.,FALSE
fd60433c-410d-48f2-81cf-3a2bc8c01db3,2025-03-21T20:32:50Z,openai,gpt-4o-mini,biobanking_mayo_ubc,0,3645,240,10,8,4,6,11,7,6,11,6,7,7,11,7,1,1,9,6,1,4,2,9,3,10,9,5,11,8,10,11,9,8,2,11,4,5,1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,4,3,5,2,6,NA,NA,NA,I prioritized ethical oversight and community benefits over individual consent in research policies.,FALSE
a915107b-4b12-44fa-8c13-54bb797938ff,2025-03-21T20:32:55Z,openai,gpt-4o-mini,biobanking_mayo_ubc,0,3645,239,7,9,5,5,11,8,2,11,7,10,10,11,7,1,1,10,8,1,4,2,6,4,10,9,1,11,6,10,11,8,9,3,10,2,11,3,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,7,5,2,4,3,NA,NA,NA,I prioritized preventing discrimination and ensuring community benefits over strict privacy measures.,FALSE
f442ef54-4701-4728-964d-fe450c051afe,2025-03-21T21:04:07Z,openai,gpt-4o-mini,biobanking_wa,0,4849,300,10,11,4,7,11,7,4,11,10,10,9,11,10,1,1,10,6,1,3,6,10,11,11,6,9,11,10,8,11,11,5,8,10,8,11,5,8,9,11,2,7,9,8,3,8,9,10,10,9,NA,1,6,4,2,3,7,5,NA,NA,NA,"I prioritize high privacy and strong regulation for biobanks, valuing public oversight and ethics.",FALSE
d81e4842-d562-4125-af53-90f3b4b4f9b1,2025-03-21T21:04:18Z,openai,gpt-4o-mini,biobanking_wa,0,4849,297,11,10,6,9,11,7,5,11,11,10,10,11,8,1,2,9,10,2,6,2,8,11,11,8,5,11,10,9,11,10,9,6,10,9,8,3,8,10,11,4,3,10,7,4,7,9,11,10,9,NA,2,5,7,1,4,6,3,NA,NA,NA,I prioritized strong regulation and public funding for ethical biobanking and privacy protection.,FALSE
db77e13b-30cb-4510-9063-2b4bd327e088,2025-03-21T21:04:25Z,openai,gpt-4o-mini,biobanking_wa,0,4846,297,8,10,8,8,11,8,4,11,9,10,10,11,8,1,1,11,5,2,3,3,11,11,11,9,5,11,6,9,11,11,9,7,11,7,4,1,9,10,11,2,2,11,10,4,6,6,10,10,7,NA,1,4,7,2,6,5,3,NA,NA,NA,I prioritized strong regulation and public funding for ethical biobanking and privacy protection.,FALSE
133b1ce1-f7f6-4ea7-ba96-b1ae9143a013,2025-03-21T21:04:32Z,openai,gpt-4o-mini,biobanking_wa,0,4849,298,10,8,7,8,11,6,4,11,7,10,10,11,7,1,2,10,5,1,4,1,6,9,11,8,5,11,9,5,11,8,3,6,9,9,5,3,9,10,10,2,4,8,7,2,4,6,9,10,6,NA,1,5,6,3,4,7,2,NA,NA,NA,I prioritize high privacy and strong regulation for biobanks while opposing minimal oversight options.,FALSE
1910ca8d-8519-4ae9-a1af-84134dd94b2d,2025-03-21T21:04:39Z,openai,gpt-4o-mini,biobanking_wa,0,4849,296,11,11,5,9,11,8,5,11,9,10,10,11,8,1,2,10,8,1,4,2,10,11,11,9,6,11,9,6,11,4,9,6,10,7,5,2,8,10,11,2,4,10,7,3,3,7,10,11,9,NA,7,6,3,2,4,1,5,NA,NA,NA,I prioritize strong regulation and privacy in biobanking while supporting public funding.,FALSE
f71312dc-06f9-4683-96ff-bc928f20d565,2025-03-21T20:27:46Z,openai,gpt-4o-mini,ccps,0,3218,214,1,2,2,10,3,2,3,11,11,1,1,5,4,2,11,7,6,10,11,8,2,3,5,2,10,10,7,4,9,11,2,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,2,7,3,1,NA,NA,NA,I prioritize resilience and adaptation over drastic cuts and economic growth policies.,FALSE
36c4e854-dd67-4338-9d9c-ee0b3f1c6107,2025-03-21T20:27:52Z,openai,gpt-4o-mini,ccps,0,3218,216,1,2,2,11,1,1,1,11,11,1,2,8,3,3,11,10,7,11,11,10,2,2,9,2,11,11,8,3,9,11,2,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,7,6,2,1,4,NA,NA,NA,I prioritize strong emission cuts and community actions over economic growth and moderate policies.,FALSE
09db7068-4097-4e1e-849f-2d470b88b3a5,2025-03-21T20:27:58Z,openai,gpt-4o-mini,ccps,0,3218,217,2,3,2,10,3,2,4,11,11,2,2,7,5,4,11,10,7,11,11,9,2,2,5,3,11,11,6,6,8,11,3,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,1,4,3,2,NA,NA,NA,I prioritize strong emission cuts and adaptation policies over maintaining the status quo or growth.,FALSE
03640e0e-739c-4f83-b6c4-e0295904948a,2025-03-21T20:28:03Z,openai,gpt-4o-mini,ccps,0,3218,218,1,2,2,9,4,1,2,10,11,1,3,7,3,2,10,8,6,10,11,7,3,4,6,2,10,10,5,5,8,11,3,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,3,5,2,4,NA,NA,NA,"I prioritize strong emission cuts and adaptation, while opposing inaction and growth over climate.",FALSE
f97bfc9b-87c0-4947-818b-65c6ec8fd1bf,2025-03-21T20:28:09Z,openai,gpt-4o-mini,ccps,0,3218,216,2,7,2,10,2,2,3,11,10,1,4,6,6,3,10,8,6,10,11,7,3,5,2,3,10,11,5,5,8,9,4,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,3,4,2,1,NA,NA,NA,I prioritize strong emission cuts and adaptation policies over economic growth and inaction.,FALSE
d8701ebb-3084-4a97-99e7-9ccca8bef0d3,2025-03-21T20:43:21Z,openai,gpt-4o-mini,ds_aargau,0,3317,216,1,7,7,7,1,1,2,1,2,6,5,2,1,7,6,2,6,7,7,1,1,6,6,7,6,2,6,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,1,2,4,3,NA,NA,NA,I prioritize strong emission cuts and adaptation policies over economic growth and inaction.,FALSE
e17dc941-f762-44f2-a21e-9d87bcc4254a,2025-03-21T20:43:29Z,openai,gpt-4o-mini,ds_aargau,0,3317,217,1,7,7,7,2,3,3,1,2,6,5,2,1,6,6,2,6,7,7,2,1,5,6,6,7,1,7,7,2,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,2,1,5,4,NA,NA,NA,"I prioritize adaptation and emission cuts, valuing resilience and community actions over growth.",FALSE
b8866dc1-96da-4ae2-b95c-52e1420b32ae,2025-03-21T20:43:37Z,openai,gpt-4o-mini,ds_aargau,0,3317,216,1,7,7,7,5,6,5,1,2,1,5,2,1,7,6,3,6,6,7,1,2,6,6,7,6,2,7,6,2,1,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,1,2,4,3,NA,NA,NA,"I prioritize strong emission cuts and resilience, while opposing growth over climate action.",FALSE
993262dc-1484-4bb9-93e7-dd4944609db0,2025-03-21T20:43:46Z,openai,gpt-4o-mini,ds_aargau,0,3317,215,1,7,7,7,4,4,4,1,1,6,5,2,1,6,7,2,7,7,7,2,1,6,6,7,6,2,7,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,1,5,4,2,NA,NA,NA,"I prioritize strong emission cuts and resilience, while opposing growth-focused policies.",FALSE
c81b12cc-b2a3-4a41-8546-13f63341dbc0,2025-03-21T20:43:54Z,openai,gpt-4o-mini,ds_aargau,0,3317,216,1,7,7,7,3,3,3,1,2,5,4,2,1,6,6,3,6,7,7,1,1,6,6,7,7,2,7,7,2,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,3,1,2,6,5,NA,NA,NA,I prioritize strong emission cuts and adaptation policies over economic growth and status quo.,FALSE
a32e4885-5c6d-4ebe-8e2d-834fe058880b,2025-03-21T20:41:17Z,openai,gpt-4o-mini,ds_bellinzona,0,3323,211,1,7,7,4,5,5,1,2,5,4,2,1,7,6,2,7,7,7,6,1,6,6,7,6,2,7,3,6,1,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,4,1,2,3,NA,NA,NA,I prioritize strong adaptation and emission reduction policies over economic growth and inaction.,FALSE
a18b5d66-9e24-4427-a975-695c2836ca8e,2025-03-21T20:41:23Z,openai,gpt-4o-mini,ds_bellinzona,0,3323,211,1,7,7,4,5,5,1,1,5,4,1,1,7,6,2,6,6,7,5,1,6,6,7,6,2,7,3,6,1,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,4,6,3,1,NA,NA,NA,I prioritize adaptation and resilience over moderate or radical emission reductions and economic growth.,FALSE
49fb8d4e-a12a-4687-8df5-aae46c8ff0d8,2025-03-21T20:41:29Z,openai,gpt-4o-mini,ds_bellinzona,0,3325,210,1,7,7,2,2,2,1,1,4,5,2,1,6,6,3,6,7,7,5,1,6,6,7,7,1,6,2,6,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,4,1,3,2,NA,NA,NA,I prioritize adaptation and resilience policies over emission reductions and economic growth focus.,FALSE
79401b8f-928f-4b4a-8281-f73b0ba10fb5,2025-03-21T20:41:35Z,openai,gpt-4o-mini,ds_bellinzona,0,3325,210,1,7,7,2,2,2,1,1,6,5,1,1,7,6,3,7,7,7,7,1,6,6,7,7,1,7,2,6,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,6,2,5,4,1,NA,NA,NA,I prioritize resilience and significant emissions reduction over economic growth and inaction.,FALSE
eacbdd5f-3bf4-4c9c-ae06-3343a8971650,2025-03-21T20:41:41Z,openai,gpt-4o-mini,ds_bellinzona,0,3325,211,1,7,7,2,3,3,1,2,5,4,3,1,7,6,2,7,6,7,5,1,6,6,7,6,2,7,2,6,1,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,4,1,6,2,NA,NA,NA,I prioritize adaptation and moderate emissions reduction over radical cuts and economic growth focus.,FALSE
d6c8deca-92a3-496f-83b9-a822a8e437b4,2025-03-21T20:52:22Z,openai,gpt-4o-mini,energy_futures,0,4523,289,4,5,9,6,11,5,10,6,6,7,10,2,2,9,9,2,10,6,10,9,7,11,9,11,4,11,8,3,10,2,1,8,10,10,5,11,10,8,2,8,3,7,8,9,10,NA,NA,NA,NA,NA,4,3,5,8,6,7,9,1,2,NA,"Nuclear is preferred for reliability, followed by biomass; wind and solar are less favored.",FALSE
e6b45683-4919-4da8-ba56-87376f2ed525,2025-03-21T20:52:30Z,openai,gpt-4o-mini,energy_futures,0,4523,287,7,4,7,5,11,5,11,6,7,8,9,6,3,9,10,3,10,7,10,4,8,10,9,10,6,8,6,2,11,6,2,10,5,8,5,11,10,7,3,9,4,9,9,10,11,NA,NA,NA,NA,NA,6,2,8,5,7,3,4,1,9,NA,"I prioritize nuclear and biomass for sustainability, while ranking coal and its variants lowest.",FALSE
914a1f75-e1cd-4dff-b7df-678ceb5e874c,2025-03-21T20:52:40Z,openai,gpt-4o-mini,energy_futures,0,4523,287,5,6,10,7,11,6,10,5,5,8,10,3,2,9,11,2,9,7,9,9,8,10,8,11,4,10,7,2,9,3,1,10,4,10,2,11,9,7,3,8,8,6,8,9,11,NA,NA,NA,NA,NA,3,1,8,9,4,7,2,6,5,NA,"I prioritize nuclear and biomass for reliability, while ranking coal and hydroelectric lowest.",FALSE
6c3990d3-17f5-4b87-b40d-200c2c846b7a,2025-03-21T20:52:48Z,openai,gpt-4o-mini,energy_futures,0,4523,289,4,4,11,7,11,6,10,5,6,6,9,5,2,10,10,2,9,6,9,7,8,11,10,10,4,8,8,3,8,3,1,10,10,7,3,11,5,8,3,10,2,9,7,9,11,NA,NA,NA,NA,NA,5,4,6,8,2,3,9,1,7,NA,"Nuclear is preferred for safety and efficiency, while coal and solar are less favorable options.",FALSE
